Visitors,Revenue,Country,Category
475202,299059.82,France,Nature
934026,299544.58,Australia,Urban
723168,492406.98,India,Beach
159494,619220.31,Egypt,Adventure
944857,762877.56,India,Beach
199609,897701.7,Egypt,Beach
936930,457554.81,India,Nature
490208,795757.48,India,Nature
610956,523592.95,Australia,Cultural
476749,617253.02,India,Urban
745491,851858.91,Egypt,Beach
78288,626468.7,USA,Nature
775143,713973.43,India,Urban
123247,479224.83,Egypt,Beach
725867,749361.2,France,Historical
70737,207204.5,China,Nature
20418,220041.22,China,Adventure
916671,140624.35,France,Cultural
999197,843224.0,USA,Cultural
331638,505065.97,China,Adventure
591441,212913.13,China,Cultural
560774,558611.51,France,Beach
992932,566765.31,Brazil,Beach
339800,273745.68,Brazil,Historical
731893,904178.56,Brazil,Cultural
729559,891618.64,India,Cultural
897113,723972.08,USA,Cultural
138819,377679.97,France,Historical
399273,167823.65,Brazil,Nature
932799,982885.66,Brazil,Urban
250143,534871.21,Australia,Adventure
73315,451905.44,Brazil,Cultural
375319,583249.4,Australia,Adventure
83357,185152.34,India,Historical
829147,425918.1,USA,Historical
910212,623550.58,USA,Cultural
145659,542652.43,Brazil,Beach
634732,628005.67,USA,Cultural
905869,84992.37,Egypt,Adventure
63402,771450.1,Egypt,Adventure
400863,233431.68,China,Cultural
926867,28702.4,Brazil,Urban
451462,556234.88,China,Beach
506171,480386.35,Australia,Cultural
686679,716991.76,Australia,Historical
594678,883050.2,Egypt,Beach
634107,749527.65,Egypt,Adventure
254399,148486.3,China,Urban
446007,235301.25,France,Adventure
885069,188321.44,India,Nature
253161,299237.22,Brazil,Beach
204364,982262.41,India,Adventure
387976,482045.6,USA,Urban
896902,691365.09,France,Cultural
100751,928321.05,Egypt,Adventure
238526,466364.49,Egypt,Urban
14257,908952.97,Brazil,Historical
647627,45285.85,India,Beach
528442,330129.79,China,Nature
604912,210614.73,USA,Historical
118042,508727.03,France,Historical
817006,378373.98,USA,Cultural
953242,454156.85,France,Adventure
736359,724374.62,Brazil,Cultural
376244,624558.98,France,Adventure
109232,786692.57,Egypt,Adventure
561340,498719.25,USA,Urban
623404,288647.02,USA,Adventure
565669,192329.85,Egypt,Nature
151800,419993.87,France,Adventure
977219,941296.12,China,Nature
756728,474931.18,India,Historical
61227,115634.66,Brazil,Adventure
275916,413174.86,China,Cultural
864276,718721.93,India,Urban
646446,982030.39,China,Urban
215122,456366.96,France,Urban
772432,572684.41,USA,Urban
500831,959758.24,Brazil,Adventure
269262,230020.48,China,Beach
721526,276989.9,France,Beach
375902,17422.13,France,Historical
163067,555655.21,France,Beach
565888,836577.84,France,Cultural
7084,228824.46,Australia,Nature
720769,159204.15,India,Beach
470202,648786.63,Australia,Nature
473710,238693.65,USA,Historical
919427,547358.39,India,Nature
400952,283666.62,Brazil,Urban
823222,462946.24,Brazil,Adventure
412863,218196.13,Australia,Urban
764349,219893.06,Brazil,Adventure
189663,232241.2,France,Historical
524009,381076.02,Brazil,Beach
734003,632024.6,Australia,Beach
16496,588541.57,USA,Cultural
391140,72450.86,Brazil,Adventure
472270,915230.48,Egypt,Beach
942740,818462.42,Australia,Adventure
763010,311421.75,China,Beach
453443,781504.5,Egypt,Cultural
687633,635329.79,India,Historical
118376,352183.87,China,Historical
408975,18983.48,Brazil,Beach
771278,542751.37,Australia,Adventure
686505,674757.35,China,Beach
722183,390668.42,India,Adventure
909964,721641.71,China,Beach
46335,735712.42,Brazil,Urban
209576,460791.71,France,Adventure
387076,533574.56,China,Historical
454768,742811.43,Australia,Nature
486919,367369.52,France,Cultural
953363,379583.5,USA,Cultural
553198,557207.28,China,Nature
756878,225658.11,France,Adventure
204193,843062.77,India,Adventure
110209,712502.7,USA,Adventure
29199,879572.4,Australia,Beach
444673,320521.02,France,Cultural
86563,567988.74,India,Cultural
163201,388255.96,USA,Nature
647625,437514.36,Australia,Beach
598336,335007.79,Egypt,Adventure
258198,765885.42,Australia,Beach
731790,761177.89,Egypt,Urban
815849,244594.04,China,Urban
550169,191494.06,Egypt,Adventure
836016,413804.66,China,Beach
454983,303429.92,China,Historical
268893,252627.1,Brazil,Beach
155665,470472.44,Egypt,Nature
935568,390862.31,USA,Nature
240581,407834.8,Australia,Historical
589737,160049.49,USA,Cultural
926339,118266.76,Brazil,Adventure
933734,117892.85,USA,Urban
431631,300049.9,USA,Cultural
56594,174582.99,France,Urban
298417,126544.92,France,Nature
23440,22063.88,Brazil,Beach
636934,144586.28,China,Historical
900808,78422.88,USA,Cultural
99702,943097.65,Australia,Historical
147306,955419.97,Brazil,Cultural
613220,642438.4,Australia,Historical
703403,894638.94,Brazil,Historical
365426,961050.03,China,Nature
368914,406015.22,USA,Nature
592686,761497.65,Australia,Nature
170171,92629.25,Brazil,Adventure
176795,484314.55,Egypt,Adventure
396565,880813.54,Australia,Adventure
98748,125636.71,Egypt,Cultural
697645,189065.78,USA,Cultural
475971,640879.09,Australia,Historical
750878,863242.58,France,Cultural
251242,430923.39,Brazil,Cultural
915620,861531.17,USA,Adventure
176967,200599.07,India,Historical
395915,419474.13,Brazil,Beach
286891,330959.49,France,Nature
883845,646743.51,China,Beach
598712,326569.49,China,Urban
366572,15196.59,USA,Adventure
653065,149523.13,China,Adventure
403174,241318.07,France,Historical
798830,544848.38,Egypt,Cultural
10838,910900.64,Egypt,Cultural
691897,165998.42,Australia,Urban
267387,822815.0,USA,Cultural
689315,398562.83,France,Adventure
55314,857478.88,Egypt,Adventure
130705,811729.04,France,Urban
500916,967438.59,Brazil,Urban
42095,376987.42,Australia,Cultural
842749,494891.12,Brazil,Beach
297840,570242.35,Australia,Adventure
249114,681181.69,Egypt,Nature
420573,687467.36,USA,Beach
203821,747430.19,China,Adventure
54410,164599.13,Australia,Cultural
71609,952319.2,Australia,Urban
972672,693761.42,USA,Urban
577353,499573.07,Egypt,Historical
573977,38537.02,France,Cultural
936742,593712.27,France,Cultural
781033,120335.48,Egypt,Cultural
991595,220637.07,USA,Beach
221705,600243.35,India,Historical
794097,668391.24,Australia,Nature
187436,150703.86,India,Beach
508404,373575.92,Brazil,Nature
371629,482808.45,USA,Nature
502621,652835.17,Australia,Cultural
524111,610612.52,Australia,Historical
760902,228839.97,Egypt,Urban
559565,44132.19,India,Nature
922508,458104.22,Brazil,Urban
269165,377882.17,Australia,Urban
631524,891482.19,India,Nature
313747,400318.15,Egypt,Nature
328506,822209.52,India,Adventure
273573,417452.6,India,Adventure
622915,873546.27,Brazil,Nature
89862,77860.4,India,Beach
664855,385376.36,Egypt,Adventure
479617,262271.71,China,Adventure
292135,8755.67,Egypt,Cultural
377601,907814.09,India,Urban
595512,492371.73,India,Historical
100172,798710.66,Egypt,Cultural
356822,245443.75,Brazil,Historical
644192,628978.22,China,Historical
274077,746744.28,India,Cultural
476407,885674.26,USA,Adventure
540016,241029.5,USA,Nature
525217,856946.92,Australia,Beach
634457,532118.43,Australia,Urban
695606,185227.73,France,Urban
746077,780387.63,Australia,Beach
59834,87783.94,Brazil,Historical
121964,386075.06,India,Adventure
271025,272476.71,USA,Urban
302201,665763.95,France,Urban
850704,113375.47,Brazil,Cultural
421019,754344.1,France,Nature
923044,377115.5,India,Nature
179955,71978.79,Australia,Urban
237155,235423.5,Australia,Urban
655044,170762.16,USA,Urban
905014,293644.5,Egypt,Historical
21339,164129.19,Australia,Nature
715076,276663.9,India,Urban
329970,924088.04,Brazil,Beach
437728,429456.34,Brazil,Urban
504967,383738.1,India,Urban
941490,431882.82,France,Historical
842343,565020.43,USA,Nature
62070,717299.05,Brazil,Cultural
529874,143372.24,France,Adventure
304677,2284.16,China,Historical
31477,964291.58,Egypt,Cultural
737033,459419.54,Egypt,Urban
989311,550166.77,China,Adventure
317010,640379.61,Egypt,Cultural
376591,719051.92,France,Historical
662343,765748.77,India,Beach
640357,593209.16,Brazil,Urban
924032,101812.3,Australia,Cultural
868130,12720.26,Brazil,Urban
976378,916967.45,Brazil,Historical
918379,441789.66,China,Historical
189000,229433.67,Australia,Historical
818330,602688.98,China,Nature
465811,483784.38,India,Urban
79526,75340.61,Australia,Adventure
104769,25718.67,France,Beach
704737,498765.9,Egypt,Adventure
934701,90020.28,France,Historical
642471,936523.04,Brazil,Adventure
947270,574469.51,China,Urban
710999,15173.77,Brazil,Beach
390677,417377.18,Egypt,Beach
388599,608745.01,India,Cultural
309798,289819.57,Australia,Nature
643435,82322.54,China,Nature
215659,677067.17,India,Adventure
260943,531682.16,France,Beach
395621,485895.96,Egypt,Nature
464793,413009.04,France,Nature
45116,305716.33,France,Beach
478900,516956.26,China,Cultural
64525,175023.97,USA,Adventure
467210,29475.61,India,Beach
128466,458154.79,Brazil,Cultural
709912,759619.35,India,Beach
804802,411886.21,USA,Historical
227664,438095.24,USA,Beach
579037,927589.08,France,Historical
635931,698224.65,France,Urban
744234,629395.72,France,Historical
674229,85128.71,Australia,Historical
710959,611781.4,France,Adventure
886359,697522.59,USA,Adventure
648396,517146.86,USA,Urban
945660,260738.04,China,Beach
35841,449165.82,India,Urban
54283,587008.67,Brazil,Cultural
249823,856487.16,China,Historical
634816,554969.59,Australia,Adventure
65004,905783.11,Australia,Adventure
101347,259474.01,China,Historical
240815,385517.23,France,Historical
268308,515018.07,France,Historical
644450,603842.61,China,Beach
135450,324590.31,France,Urban
283978,60355.63,Egypt,Beach
235547,972994.61,USA,Cultural
843933,373628.06,Egypt,Urban
138981,109513.31,Brazil,Beach
401188,514444.22,Australia,Beach
647476,198331.86,China,Nature
635839,669527.84,India,Historical
729750,93346.03,Brazil,Nature
750191,777765.76,Egypt,Historical
468594,640376.56,Australia,Adventure
674996,356267.17,China,Urban
19074,894713.72,Egypt,Cultural
900329,328346.4,Egypt,Beach
28446,452649.35,Egypt,Nature
61366,748712.36,Egypt,Urban
299503,680619.25,Brazil,Adventure
137395,474330.23,USA,Nature
715420,192629.48,France,Cultural
268735,48634.52,India,Nature
742296,782513.25,France,Adventure
454736,61449.98,China,Urban
315321,347822.63,Egypt,Beach
681019,526847.14,Australia,Nature
635223,657165.44,France,Beach
38907,956915.94,Australia,Cultural
510351,868241.85,China,Urban
801466,64626.63,USA,Historical
829456,691951.53,Egypt,Beach
881753,54361.23,France,Nature
617020,299499.36,India,Urban
518756,790846.18,France,Historical
83308,281677.37,Australia,Nature
132189,553123.49,China,Nature
772870,167186.43,India,Adventure
294538,646748.16,Australia,Cultural
828514,249711.72,USA,Historical
124757,405061.04,China,Nature
426407,45646.21,USA,Urban
594428,346523.43,Australia,Historical
289192,732033.08,India,Adventure
478337,939267.11,France,Adventure
899083,483562.47,USA,Adventure
39401,654092.93,Australia,Historical
4069,980621.66,China,Urban
654274,352070.69,Egypt,Nature
510922,69910.48,India,Nature
925494,541968.92,Brazil,Adventure
341402,589292.69,France,Urban
38845,956491.45,Egypt,Nature
842983,857315.12,USA,Beach
511175,741819.78,China,Urban
717561,405124.61,USA,Historical
914904,378859.6,China,Urban
964638,551898.63,France,Cultural
398547,317264.71,India,Urban
385685,823263.22,France,Beach
850674,189909.74,India,Cultural
578839,602041.12,China,Historical
562912,15701.97,Brazil,Beach
30700,205273.03,France,Nature
593198,565806.87,Australia,Adventure
196245,229917.47,India,Historical
788555,824030.0,Australia,Nature
63198,142693.76,Egypt,Cultural
335507,94979.59,France,Nature
141867,768887.84,Australia,Cultural
752547,348696.59,Egypt,Urban
189360,539737.12,Egypt,Cultural
552213,175174.21,USA,Urban
959961,504388.51,Brazil,Urban
618122,16201.5,Egypt,Cultural
241396,414865.72,India,Adventure
958142,647098.65,Egypt,Nature
245271,104320.96,France,Adventure
181022,903001.33,Australia,Historical
291979,462056.23,Brazil,Adventure
239152,74929.14,USA,Adventure
142944,23509.65,France,Adventure
979614,596999.74,India,Adventure
956570,783250.62,India,Historical
714488,738788.8,USA,Nature
388614,24017.16,France,Nature
164889,626640.3,Australia,Cultural
351518,258716.56,India,Cultural
246677,738157.02,China,Cultural
73024,208131.57,USA,Nature
706139,784896.32,France,Cultural
159548,358367.34,China,Cultural
305342,506417.7,Brazil,Beach
369071,99794.87,Australia,Historical
489256,791564.66,USA,Historical
893721,721643.58,Egypt,Cultural
533693,649895.49,USA,Cultural
694668,425100.59,Brazil,Urban
491934,563583.29,France,Historical
744773,604356.87,Brazil,Cultural
834543,681018.14,China,Adventure
989571,838962.62,China,Historical
624560,570694.67,China,Nature
652720,175929.2,Egypt,Historical
590503,313943.88,China,Nature
459783,151812.29,USA,Beach
774585,171575.09,Australia,Historical
957624,811696.28,China,Cultural
891063,544957.53,China,Historical
915757,925862.22,India,Urban
294941,995194.75,USA,Adventure
413109,525579.19,Brazil,Nature
275655,259158.06,Brazil,Cultural
618065,308243.22,France,Cultural
222826,653705.74,India,Beach
49780,586142.35,France,Urban
390826,770629.2,India,Nature
35202,55413.26,China,Urban
421871,613568.66,USA,Urban
930818,379394.01,India,Historical
375161,868030.86,France,Cultural
669344,74259.33,USA,Nature
63632,401911.22,India,Cultural
335750,240682.36,Egypt,Adventure
806608,51791.81,Egypt,Historical
363491,727200.17,France,Adventure
592562,341860.42,Australia,Beach
599498,982786.07,India,Beach
316283,809620.27,Brazil,Nature
790571,528674.44,India,Nature
923456,919587.93,France,Nature
990708,125472.22,Australia,Cultural
555737,929573.19,China,Nature
218497,949112.52,USA,Beach
860306,216921.58,Australia,Urban
794755,56493.73,China,Historical
752292,139862.8,India,Nature
768901,532742.89,Australia,Nature
754130,398785.94,India,Historical
706566,288686.45,Australia,Cultural
490651,499234.78,France,Beach
990036,610982.04,Brazil,Cultural
646768,676124.65,Brazil,Urban
366427,275238.69,France,Urban
582427,66598.35,Brazil,Historical
470893,742712.89,Australia,Cultural
428618,484869.42,USA,Beach
63793,2731.01,Brazil,Nature
401203,770347.91,China,Adventure
988828,449658.63,India,Adventure
552020,342163.25,France,Urban
306140,49648.61,Australia,Historical
58131,800184.56,Egypt,Urban
108445,644422.86,Australia,Beach
827083,857865.01,Brazil,Nature
438826,693133.2,China,Cultural
538728,63469.39,India,Cultural
456878,934217.38,China,Adventure
210419,332897.73,France,Nature
218773,844494.4,Brazil,Cultural
423440,128311.71,USA,Nature
4131,583849.72,India,Adventure
273609,275827.63,France,Beach
214461,453816.19,Brazil,Beach
766567,357600.59,Brazil,Urban
285562,494651.69,Brazil,Beach
751371,614686.39,China,Nature
919788,497037.82,France,Urban
304098,410150.38,Egypt,Nature
283084,845650.85,India,Adventure
923127,356085.65,China,Adventure
236775,102745.65,Brazil,Beach
323019,280521.41,France,Urban
340289,356836.16,France,Nature
762333,498123.86,Egypt,Historical
341047,150663.66,Australia,Beach
79331,276649.06,USA,Urban
83442,80579.64,France,Cultural
656124,352953.95,USA,Historical
403458,654665.12,Australia,Nature
119207,248998.0,Australia,Beach
324431,380789.18,China,Adventure
96596,972958.74,India,Cultural
271042,648608.21,China,Urban
907915,932078.75,Australia,Historical
43558,699382.64,China,Urban
590596,308553.76,France,Beach
644860,443563.08,Australia,Cultural
625962,182987.53,USA,Adventure
941131,55392.58,India,Adventure
761387,28196.25,India,Historical
308512,577088.08,USA,Urban
215220,349007.62,France,Cultural
223477,881139.64,Brazil,Beach
564167,771223.94,India,Historical
272860,602643.24,USA,Historical
115138,509192.12,China,Nature
987445,218142.5,Egypt,Adventure
470179,900093.9,China,Cultural
734191,630944.95,Brazil,Urban
946985,349884.01,Australia,Adventure
639260,397995.91,India,Adventure
425976,43235.78,USA,Cultural
38787,714042.73,France,Cultural
439635,104756.14,Egypt,Nature
633440,669966.27,France,Cultural
383630,869736.59,India,Nature
177684,133704.71,USA,Urban
412777,244175.18,India,Adventure
40897,610162.44,USA,Urban
388059,26098.33,Australia,Adventure
815413,196796.66,India,Historical
339298,421140.96,France,Historical
814963,84634.82,India,Cultural
847379,556021.96,France,Historical
721873,557621.07,Brazil,Nature
545792,215736.54,China,Historical
385790,333558.86,Egypt,Urban
950927,838351.86,China,Cultural
978537,5758.27,India,Adventure
301083,420297.18,India,Adventure
786143,268147.71,Egypt,Historical
544591,893676.87,China,Adventure
615649,67068.32,India,Nature
715560,457431.14,Egypt,Adventure
302205,989942.37,Australia,Nature
96502,395805.28,China,Urban
251537,63027.15,Brazil,Urban
412550,191100.03,China,Adventure
514348,734005.22,China,Adventure
578293,798010.93,Brazil,Beach
902044,675887.61,Australia,Beach
562863,461707.03,Brazil,Nature
64089,457897.6,France,Cultural
551582,488456.03,Brazil,Urban
456381,92115.11,Egypt,Cultural
370082,448550.4,India,Beach
126414,755153.99,India,Urban
828800,707695.35,Egypt,Historical
371222,675947.43,India,Adventure
880482,421058.84,Brazil,Nature
50608,578840.51,Brazil,Urban
803638,25279.72,USA,Adventure
555710,537733.89,Egypt,Nature
549440,795213.56,Egypt,Urban
936889,409441.07,Egypt,Adventure
632086,416852.18,France,Historical
653676,572494.58,China,Historical
887024,814036.86,Brazil,Historical
524809,96636.4,Australia,Adventure
279568,46991.01,China,Historical
826582,227386.49,Australia,Beach
965748,525851.42,India,Cultural
277579,429117.58,India,Urban
575500,574878.35,India,Urban
972047,226557.52,India,Urban
768703,172182.08,Brazil,Cultural
984992,371507.46,USA,Adventure
759807,190819.1,China,Urban
73949,81897.03,Australia,Beach
116181,418904.33,India,Adventure
705986,410053.13,China,Adventure
550322,165376.72,India,Urban
205485,555825.32,Brazil,Nature
175725,120288.18,Brazil,Adventure
40846,296738.61,Australia,Cultural
931690,8967.89,USA,Nature
661942,828962.92,China,Historical
427945,303154.02,Brazil,Historical
854952,776431.16,Egypt,Beach
429085,836611.27,Egypt,Beach
754226,162816.04,Australia,Cultural
172067,868350.08,USA,Adventure
366935,375946.26,Brazil,Beach
47589,119672.56,Egypt,Historical
28227,6359.01,France,Nature
983983,412404.26,Australia,Historical
577809,302796.51,China,Adventure
63120,420813.92,USA,Adventure
316562,844741.62,Brazil,Adventure
280238,37116.76,China,Adventure
393339,370950.95,USA,Cultural
581785,201971.85,France,Urban
309191,304316.0,France,Cultural
784729,965914.62,Egypt,Nature
979173,772756.25,USA,Historical
311948,514364.47,Egypt,Urban
392653,124191.34,India,Urban
321105,863736.4,India,Beach
306234,77217.77,Brazil,Beach
120874,367000.81,USA,Nature
936743,362310.37,France,Urban
113222,514791.66,Brazil,Adventure
916080,895456.89,Egypt,Cultural
815951,298224.25,France,Historical
614094,90369.02,India,Adventure
490059,567794.67,China,Nature
605846,584585.0,France,Nature
299305,935467.87,Brazil,Nature
378393,278728.54,France,Beach
8225,737102.25,Australia,Beach
857600,733256.78,USA,Nature
845268,964988.42,India,Cultural
839262,307844.13,Brazil,Adventure
301661,694232.22,Brazil,Urban
917726,222195.39,Brazil,Cultural
877667,155758.36,USA,Beach
765228,995403.73,USA,Urban
660589,652948.82,India,Historical
182876,341483.01,China,Urban
905417,243453.2,China,Urban
486210,134780.15,USA,Historical
923265,180529.34,Egypt,Beach
338490,824513.65,China,Beach
455533,822130.05,France,Urban
777705,391702.35,France,Historical
987368,722377.9,USA,Cultural
351402,9094.38,Egypt,Beach
582598,728241.24,USA,Urban
631920,212585.58,Egypt,Urban
832515,96395.39,France,Urban
542223,187824.35,China,Nature
642476,304523.86,France,Urban
69332,681330.7,India,Nature
694024,169076.82,Australia,Beach
816859,231108.35,China,Urban
595747,837956.64,Brazil,Historical
325428,579030.69,India,Cultural
187908,114254.52,USA,Urban
201798,429779.54,Brazil,Nature
956752,652388.82,Egypt,Historical
468362,68799.98,USA,Cultural
632187,518407.24,Australia,Adventure
911305,324622.04,China,Beach
564582,774430.07,India,Beach
345392,558781.14,India,Historical
528807,747229.18,France,Nature
276979,730294.72,China,Cultural
958758,570417.64,France,Beach
258760,497923.15,China,Urban
20461,829546.16,India,Adventure
679318,909538.19,France,Nature
11541,457805.58,Brazil,Urban
962796,18876.8,Egypt,Adventure
116703,62290.0,India,Nature
581512,951397.09,France,Beach
41004,24270.74,India,Beach
666406,620822.69,Brazil,Urban
737682,897615.5,USA,Adventure
448596,982217.68,Egypt,Nature
517534,247172.09,India,Historical
714204,880771.3,China,Adventure
834270,701369.28,France,Nature
778549,489949.71,USA,Beach
692506,357043.94,Egypt,Beach
992927,415152.43,Australia,Urban
973095,582379.36,India,Historical
367679,390753.34,China,Nature
911220,336156.2,Egypt,Cultural
239929,894464.27,France,Urban
558792,567302.91,USA,Nature
181294,713979.96,Egypt,Urban
124264,656376.39,India,Cultural
902699,913383.77,Brazil,Adventure
376639,485165.39,France,Historical
946245,408368.61,Brazil,Beach
613324,175196.4,France,Cultural
66461,40837.66,China,Beach
561017,532875.25,Brazil,Adventure
377151,896211.9,USA,Cultural
797908,636317.27,China,Urban
996445,759566.65,France,Beach
623709,167024.79,Australia,Beach
401789,58511.61,China,Beach
392153,64407.61,Brazil,Adventure
463895,387466.71,Brazil,Cultural
888442,483352.19,France,Cultural
87137,24844.6,France,Beach
718033,656303.26,USA,Nature
374589,63939.82,China,Adventure
239280,186034.76,China,Historical
343156,785255.82,China,Beach
491668,931687.3,Egypt,Urban
533532,1025.81,France,Historical
549891,553472.91,Egypt,Adventure
427384,263460.71,Egypt,Historical
884829,361689.95,Egypt,Urban
188062,613595.01,France,Cultural
777809,392940.61,Brazil,Adventure
358172,671391.16,Brazil,Nature
902864,536564.92,Brazil,Cultural
866643,910738.24,India,Beach
440367,771423.41,USA,Cultural
990585,357972.71,India,Historical
451997,197836.96,China,Cultural
659756,809217.82,Australia,Beach
153392,733194.9,France,Cultural
179583,400495.56,Australia,Nature
374798,897190.81,India,Nature
411520,462936.53,France,Urban
170266,654440.8,Australia,Cultural
397013,229736.03,China,Adventure
140013,197120.76,China,Cultural
932581,320142.52,Egypt,Cultural
634736,28599.59,Brazil,Adventure
300132,158099.5,Egypt,Beach
617566,641368.0,Egypt,Nature
881979,728708.53,Egypt,Cultural
222426,16455.9,India,Nature
578153,887162.99,Egypt,Adventure
777910,583110.88,France,Historical
847017,859680.19,Brazil,Historical
437450,815495.02,USA,Urban
703634,504050.86,India,Beach
82186,862350.54,Brazil,Nature
591247,912795.95,Egypt,Urban
353149,844367.17,India,Urban
472680,958373.85,Brazil,Urban
451650,978886.35,China,Nature
909782,949389.08,Australia,Beach
814376,363747.71,Brazil,Urban
309156,352940.18,USA,Adventure
740552,724832.02,Brazil,Cultural
36253,915336.13,India,Cultural
340805,403686.1,USA,Adventure
682073,195627.43,India,Urban
897765,228418.83,Egypt,Beach
536291,350287.58,Egypt,Beach
636068,367780.92,USA,Nature
156796,570710.54,France,Historical
80116,562873.69,France,Urban
563968,882907.02,India,Beach
368541,856394.05,Australia,Beach
691284,248245.42,Egypt,Adventure
950237,556136.19,USA,Beach
559484,986348.72,France,Beach
302192,889125.05,Australia,Beach
322127,367017.74,Egypt,Urban
493207,449799.95,France,Urban
299115,171767.17,USA,Beach
886006,332484.66,France,Historical
378013,483075.86,USA,Adventure
667440,352410.12,Egypt,Adventure
128123,286708.17,Australia,Beach
924318,40623.26,India,Beach
522231,395048.74,Australia,Cultural
227054,994135.83,Brazil,Cultural
670648,783073.75,Brazil,Urban
924164,272071.5,Brazil,Adventure
497745,556435.12,Brazil,Urban
107460,476963.76,Brazil,Historical
347914,824221.26,Egypt,Beach
769203,893604.06,China,Adventure
757107,185694.95,Egypt,Adventure
531326,376509.33,China,Historical
245775,704688.14,China,Adventure
602422,574789.97,Egypt,Adventure
482751,482444.11,Egypt,Historical
60287,915760.67,France,Cultural
903083,436621.89,Brazil,Beach
808721,436842.4,Egypt,Nature
185062,869547.65,France,Adventure
73630,94610.83,France,Beach
87068,579452.47,Egypt,Adventure
562785,119685.99,USA,Urban
802667,904690.8,USA,Urban
228177,514042.54,Australia,Cultural
973141,271634.13,USA,Urban
379805,215001.5,China,Adventure
229466,553520.28,Australia,Beach
821758,263176.88,Australia,Adventure
943989,14827.01,China,Adventure
736504,237354.89,Egypt,Urban
382760,916193.1,China,Nature
197416,438554.7,Brazil,Beach
512277,916335.07,India,Cultural
852107,488709.68,Egypt,Urban
426067,172651.49,France,Beach
27683,917252.33,USA,Adventure
978882,972237.85,USA,Cultural
324588,467200.26,France,Beach
678557,408196.44,Brazil,Nature
557951,899562.06,Brazil,Nature
772442,838474.66,USA,Adventure
970814,840163.45,India,Adventure
740273,565117.68,France,Historical
678643,481360.69,China,Urban
753998,291963.1,China,Historical
178995,208613.32,Australia,Historical
603346,576844.75,Brazil,Beach
721494,158533.6,Australia,Adventure
433768,733105.96,China,Cultural
974025,469489.13,Egypt,Urban
342433,23774.84,USA,Adventure
859700,424241.66,Australia,Historical
19315,242793.19,France,Adventure
754359,356618.56,China,Adventure
20847,427512.95,China,Beach
780172,392250.51,Australia,Adventure
900390,415282.21,China,Cultural
550619,77222.31,Egypt,Historical
346220,399581.93,China,Historical
231895,154571.63,Egypt,Urban
485412,456768.16,France,Historical
136956,591051.79,Australia,Nature
831832,98241.21,Australia,Nature
283260,699951.37,Egypt,Cultural
388539,506168.52,Egypt,Historical
913519,354616.42,Australia,Beach
230032,40437.72,France,Historical
55843,91600.1,Brazil,Adventure
451034,366402.35,Brazil,Cultural
767632,933994.52,Australia,Historical
984918,943258.91,Australia,Nature
54436,94407.33,USA,Historical
805638,693588.67,Egypt,Urban
844529,930728.97,India,Historical
281412,1227.89,India,Beach
221159,286004.66,China,Adventure
915774,112152.42,France,Urban
748127,326682.8,India,Urban
44503,412290.68,India,Historical
658967,127822.27,Egypt,Beach
515691,856190.15,India,Historical
23506,375770.34,Egypt,Beach
246897,337058.11,USA,Adventure
288698,463958.25,China,Urban
440077,722036.47,USA,Cultural
434190,115510.53,Brazil,Adventure
843476,77644.21,Australia,Beach
635127,125724.96,India,Nature
375183,33118.51,USA,Historical
419173,54394.04,USA,Beach
309433,333117.74,Brazil,Cultural
103566,301530.44,France,Cultural
53354,535397.33,France,Nature
65012,234982.63,USA,Historical
41380,633903.56,China,Adventure
433034,553401.89,Brazil,Urban
344161,986935.62,USA,Urban
4091,264566.84,USA,Nature
911388,975096.45,USA,Historical
523921,881018.7,India,Beach
814488,61764.3,USA,Adventure
60530,272174.03,India,Nature
187561,582852.14,India,Nature
990630,489275.34,France,Nature
955828,108020.05,China,Beach
567664,469333.31,France,Nature
992500,283108.61,USA,Historical
959805,332605.68,China,Nature
487440,338269.01,Egypt,Cultural
455343,533721.4,France,Beach
718892,551159.19,Australia,Adventure
875306,128433.32,France,Nature
818463,349298.56,USA,Adventure
110779,304129.89,Australia,Adventure
252818,112904.47,France,Beach
169917,363426.08,India,Urban
920044,402252.27,Brazil,Beach
172014,805788.58,USA,Cultural
88429,374418.47,Brazil,Nature
748374,494578.03,Brazil,Cultural
892261,365049.4,France,Adventure
675033,555283.28,USA,Nature
380016,379329.6,China,Cultural
733011,855989.88,Egypt,Cultural
165014,613156.95,China,Cultural
875704,545587.79,Brazil,Historical
434170,953004.53,Brazil,Adventure
84348,178337.21,USA,Cultural
193146,494910.45,Brazil,Urban
934896,688181.15,Egypt,Urban
678084,377174.39,China,Urban
445374,951807.89,Brazil,Historical
219520,325318.26,India,Adventure
625828,259199.93,Brazil,Historical
235270,97818.52,USA,Beach
198311,649026.85,Australia,Nature
74310,47653.13,China,Cultural
550797,653918.09,USA,Beach
504811,208611.74,USA,Cultural
758965,466178.4,USA,Adventure
164204,689546.42,Brazil,Beach
233998,628465.41,Egypt,Historical
354200,580996.61,Brazil,Cultural
521160,967317.85,India,Beach
104535,291977.58,France,Urban
272359,194441.83,Egypt,Cultural
972328,546332.41,Australia,Adventure
297699,348549.09,France,Cultural
896327,876685.33,Egypt,Adventure
523743,962712.99,Australia,Historical
616601,610438.78,China,Nature
427689,328367.67,Australia,Nature
879564,240969.12,France,Cultural
627016,229508.62,Brazil,Historical
255394,105935.91,China,Beach
587275,18925.79,France,Nature
197465,894208.54,China,Historical
249926,795261.13,France,Historical
